Virus name	Genotype	Accession ID
hChikV/Mauritius/MHW-45208/2025	II-ECSA	EPI_ISL_20090669
hChikV/Mauritius/MHW-45662/2025	II-ECSA	EPI_ISL_20090670
hChikV/Mauritius/MHW-38316/2025	II-ECSA	EPI_ISL_20090671
hChikV/Mauritius/MHW-38699/2025	II-ECSA	EPI_ISL_20090672
hChikV/Mauritius/MHW-38776/2025	II-ECSA	EPI_ISL_20090673
hChikV/Mauritius/MHW-37160/2025	II-ECSA	EPI_ISL_20090674
hChikV/Mauritius/MHW-37161/2025	II-ECSA	EPI_ISL_20090675
hChikV/Mauritius/MHW-39212/2025	II-ECSA	EPI_ISL_20090676
hChikV/Mauritius/MHW-47452/2025	II-ECSA	EPI_ISL_20384792
hChikV/Mauritius/MHW-47490/2025	II-ECSA	EPI_ISL_20384788
hChikV/Mauritius/MHW-47586/2025	II-ECSA	EPI_ISL_20384785
hChikV/Mauritius/MHW-47631/2025	II-ECSA	EPI_ISL_20384784
hChikV/Mauritius/MHW-47694/2025	II-ECSA	EPI_ISL_20384793
hChikV/Mauritius/MHW-47747/2025	II-ECSA	EPI_ISL_20384774
hChikV/Mauritius/MHW-47796/2025	II-ECSA	EPI_ISL_20384814
hChikV/Mauritius/MHW-47874/2025	II-ECSA	EPI_ISL_20384819
hChikV/Mauritius/MHW-48106/2025	II-ECSA	EPI_ISL_20384850
hChikV/Mauritius/MHW-48128/2025	II-ECSA	EPI_ISL_20384832
hChikV/Mauritius/MHW-48357/2025	II-ECSA	EPI_ISL_20384820
hChikV/Mauritius/MHW-48578/2025	II-ECSA	EPI_ISL_20384782
hChikV/Mauritius/MHW-48581/2025	II-ECSA	EPI_ISL_20384781
hChikV/Mauritius/MHW-48723/2025	II-ECSA	EPI_ISL_20384843
hChikV/Mauritius/MHW-48889/2025	II-ECSA	EPI_ISL_20384802
hChikV/Mauritius/MHW-48978/2025	II-ECSA	EPI_ISL_20384799
hChikV/Mauritius/MHW-48990/2025	II-ECSA	EPI_ISL_20384783
hChikV/Mauritius/MHW-49081/2025	II-ECSA	EPI_ISL_20384778
hChikV/Mauritius/MHW-49238/2025	II-ECSA	EPI_ISL_20384779
hChikV/Mauritius/MHW-49252/2025	II-ECSA	EPI_ISL_20384833
hChikV/Mauritius/MHW-49322/2025	II-ECSA	EPI_ISL_20384851
hChikV/Mauritius/MHW-49401/2025	II-ECSA	EPI_ISL_20384823
hChikV/Mauritius/MHW-49575/2025	II-ECSA	EPI_ISL_20384834
hChikV/Mauritius/MHW-49627/2025	II-ECSA	EPI_ISL_20384831
hChikV/Mauritius/MHW-49864/2025	II-ECSA	EPI_ISL_20384775
hChikV/Mauritius/MHW-49879/2025	II-ECSA	EPI_ISL_20384828
hChikV/Mauritius/MHW-49912/2025	II-ECSA	EPI_ISL_20384817
hChikV/Mauritius/MHW-52421/2025	II-ECSA	EPI_ISL_20384844
hChikV/Mauritius/MHW-52448/2025	II-ECSA	EPI_ISL_20384812
hChikV/Mauritius/MHW-52469/2025	II-ECSA	EPI_ISL_20384806
hChikV/Mauritius/MHW-52616/2025	II-ECSA	EPI_ISL_20384804
hChikV/Mauritius/MHW-52621/2025	II-ECSA	EPI_ISL_20384846
hChikV/Mauritius/MHW-52678/2025	II-ECSA	EPI_ISL_20384822
hChikV/Mauritius/MHW-52764/2025	II-ECSA	EPI_ISL_20384840
hChikV/Mauritius/MHW-52812/2025	II-ECSA	EPI_ISL_20384801
hChikV/Mauritius/MHW-52816/2025	II-ECSA	EPI_ISL_20384773
hChikV/Mauritius/MHW-52834/2025	II-ECSA	EPI_ISL_20384798
hChikV/Mauritius/MHW-52845/2025	II-ECSA	EPI_ISL_20384855
hChikV/Mauritius/MHW-53875/2025	II-ECSA	EPI_ISL_20384803
hChikV/Mauritius/MHW-53894/2025	II-ECSA	EPI_ISL_20384786
hChikV/Mauritius/MHW-54119/2025	II-ECSA	EPI_ISL_20384829
hChikV/Mauritius/MHW-54149/2025	II-ECSA	EPI_ISL_20384847
hChikV/Mauritius/MHW-54606/2025	II-ECSA	EPI_ISL_20384807
hChikV/Mauritius/MHW-54698/2025	II-ECSA	EPI_ISL_20384845
hChikV/Mauritius/MHW-54807/2025	II-ECSA	EPI_ISL_20384835
hChikV/Mauritius/MHW-60924/2025	II-ECSA	EPI_ISL_20384805
hChikV/Mauritius/MHW-60976/2025	II-ECSA	EPI_ISL_20384849
hChikV/Mauritius/MHW-61008/2025	II-ECSA	EPI_ISL_20384780
hChikV/Mauritius/MHW-61131/2025	II-ECSA	EPI_ISL_20384808
hChikV/Mauritius/MHW-61237/2025	II-ECSA	EPI_ISL_20384852
hChikV/Mauritius/MHW-61255/2025	II-ECSA	EPI_ISL_20384800
hChikV/Mauritius/MHW-61272/2025	II-ECSA	EPI_ISL_20384790
hChikV/Mauritius/MHW-61350/2025	II-ECSA	EPI_ISL_20384848
hChikV/Mauritius/MHW-61360/2025	II-ECSA	EPI_ISL_20384838
hChikV/Mauritius/MHW-61507/2025	II-ECSA	EPI_ISL_20384811
hChikV/Mauritius/MHW-61983/2025	II-ECSA	EPI_ISL_20384854
hChikV/Mauritius/MHW-62010/2025	II-ECSA	EPI_ISL_20384839
hChikV/Mauritius/MHW-62035/2025	II-ECSA	EPI_ISL_20384830
hChikV/Mauritius/MHW-62100/2025	II-ECSA	EPI_ISL_20384776
hChikV/Mauritius/MHW-62209/2025	II-ECSA	EPI_ISL_20384797
hChikV/Mauritius/MHW-62274/2025	II-ECSA	EPI_ISL_20384818
hChikV/Mauritius/MHW-62302/2025	II-ECSA	EPI_ISL_20384825
hChikV/Mauritius/MHW-62325/2025	II-ECSA	EPI_ISL_20384821
hChikV/Mauritius/MHW-62355/2025	II-ECSA	EPI_ISL_20384794
hChikV/Mauritius/MHW-62433/2025	II-ECSA	EPI_ISL_20384791
hChikV/Mauritius/MHW-62473/2025	II-ECSA	EPI_ISL_20384816
hChikV/Mauritius/MHW-62475/2025	II-ECSA	EPI_ISL_20384857
hChikV/Mauritius/MHW-62487/2025	II-ECSA	EPI_ISL_20384853
hChikV/Mauritius/MHW-62510/2025	II-ECSA	EPI_ISL_20384813
hChikV/Mauritius/MHW-62581/2025	II-ECSA	EPI_ISL_20384795
hChikV/Mauritius/MHW-64750/2025	II-ECSA	EPI_ISL_20384789
hChikV/Mauritius/MHW-64798/2025	II-ECSA	EPI_ISL_20384826
hChikV/Mauritius/MHW-64900/2025	II-ECSA	EPI_ISL_20384836
hChikV/Mauritius/MHW-64994/2025	II-ECSA	EPI_ISL_20384815
hChikV/Mauritius/MHW-65017/2025	II-ECSA	EPI_ISL_20384787
hChikV/Mauritius/MHW-65110/2025	II-ECSA	EPI_ISL_20384841
hChikV/Mauritius/MHW-65224/2025	II-ECSA	EPI_ISL_20384824
hChikV/Mauritius/MHW-65230/2025	II-ECSA	EPI_ISL_20384856
hChikV/Mauritius/MHW-65263/2025	II-ECSA	EPI_ISL_20384810
hChikV/Mauritius/MHW-65462/2025	II-ECSA	EPI_ISL_20384827
hChikV/Mauritius/MHW-65464/2025	II-ECSA	EPI_ISL_20384796
hChikV/Mauritius/MHW-65504/2025	II-ECSA	EPI_ISL_20384809
hChikV/Mauritius/MHW-65594/2025	II-ECSA	EPI_ISL_20384777
hChikV/Mauritius/MHW-65666/2025	II-ECSA	EPI_ISL_20384837
hChikV/Mauritius/MHW-65752/2025	II-ECSA	EPI_ISL_20384842
hChikV/Mauritius/MHW-65857/2025	II-ECSA	EPI_ISL_20386110
hChikV/Mauritius/MHW-65865/2025	II-ECSA	EPI_ISL_20386111
hChikV/Mauritius/MHW-65875/2025	II-ECSA	EPI_ISL_20386112
hChikV/Mauritius/MHW-65978/2025	II-ECSA	EPI_ISL_20386113
hChikV/Mauritius/MHW-66020/2025	II-ECSA	EPI_ISL_20386114
hChikV/Mauritius/MHW-66071/2025	II-ECSA	EPI_ISL_20386115
hChikV/Mauritius/MHW-66074/2025	II-ECSA	EPI_ISL_20386116
hChikV/Mauritius/MHW-66440/2025	II-ECSA	EPI_ISL_20386117
hChikV/Mauritius/MHW-66753/2025	II-ECSA	EPI_ISL_20386118
hChikV/Mauritius/MHW-66806/2025	II-ECSA	EPI_ISL_20386119
hChikV/Mauritius/MHW-66832/2025	II-ECSA	EPI_ISL_20386120
hChikV/Mauritius/MHW-66863/2025	II-ECSA	EPI_ISL_20386121
hChikV/Mauritius/MHW-66892/2025	II-ECSA	EPI_ISL_20386122
